Startup_name,Category,Funding_total_usd,Status,State_code,City,Funding_rounds,Founded_at,Founded_month,Founded_quarter,Has_VC,Has_angel,Has_roundA,Has_roundB,Has_roundC,Has_roundD,Age_first_funding_year,Age_last_funding_year
Miradia,semiconductors," 1,50,00,000 ",1,CA,Sunnyvale,2,2003/1/1,1,2003-Q1,1,0,0,0,1,0,3,4
Miramar Labs,health&medical," 9,00,58,213 ",1,CA,Sunnyvale,6,2006/1/1,1,2006-Q1,1,0,0,1,1,1,2,8
Mirapoint Software,hardware&software," 1,03,00,000 ",1,CA,Sunnyvale,1,1997/1/1,1,1997-Q1,1,0,0,1,0,0,8,8
Mirror Digital,advertising," 3,00,000 ",1,CA,Los Angeles,1,2012/1/1,1,2012-Q1,0,0,0,0,0,0,1,1
Mission Markets,finance," 25,95,747 ",1,NY,New York,2,2009/1/1,1,2009-Q1,1,0,1,0,0,0,3,4
Mission Motors,hardware&software," 1,40,69,797 ",1,CA,San Francisco,3,2007/8/9,8,2007-Q3,1,0,0,1,0,0,1,4
Mist.io,mobile," 1,00,000 ",1,CA,San Francisco,1,2013/7/31,7,2013-Q3,0,0,0,0,0,0,1,1
Mitro,hardware&software," 24,00,000 ",1,NY,New York,2,2012/1/1,1,2012-Q1,0,0,0,0,0,0,0,1
Mix & Meet,social_media," 4,00,000 ",0,MA,Cambridge,1,2006/2/1,2,2006-Q1,0,1,0,0,0,0,2,2
Mixamo,hardware&software," 1,18,43,959 ",1,CA,San Francisco,4,2008/7/18,7,2008-Q3,1,0,1,1,0,0,1,6
Mixbook,web," 1,10,00,000 ",1,CA,Palo Alto,2,2006/8/30,8,2006-Q3,1,0,1,1,0,0,2,5
Mixed Media Labs,hardware&software," 75,53,998 ",1,CA,San Francisco,3,2009/1/1,1,2009-Q1,1,0,0,0,0,0,1,4
Mixmax,hardware&software," 15,00,000 ",1,CA,San Francisco,1,2014/6/1,6,2014-Q2,0,0,0,0,0,0,0,0
Mixpanel,analytics," 1,20,00,000 ",1,CA,San Francisco,4,2009/6/20,6,2009-Q2,1,1,1,0,0,0,0,3
Miyowa,social_media," 1,17,25,600 ",1,CA,San Francisco,2,2003/4/14,4,2003-Q2,1,0,1,1,0,0,3,5
Moasis Global,advertising," 9,76,554 ",1,CA,San Francisco,5,2009/1/1,1,2009-Q1,1,0,0,0,0,0,1,5
Mob.ly,mobile," 11,00,000 ",1,CA,San Francisco,1,2007/10/1,10,2007-Q4,0,0,0,0,0,0,1,1
MoBeam,mobile," 2,18,41,285 ",1,CA,Palo Alto,11,2010/1/1,1,2010-Q1,1,0,1,0,0,0,0,4
Mobifusion,mobile," 31,00,000 ",1,CA,Sunnyvale,1,2006/4/1,4,2006-Q2,1,0,1,0,0,0,1,1
Mobile Complete,hardware&software," 1,20,00,000 ",1,CA,San Mateo,2,2003/1/1,1,2003-Q1,1,0,0,0,0,0,3,8
Mobile Iron,mobile," 14,75,84,247 ",1,CA,Mountain View,5,2007/1/1,1,2007-Q1,1,0,0,1,0,1,2,6
Mobile Learning Networks,hardware&software," 3,50,000 ",1,CA,San Diego,1,2012/1/1,1,2012-Q1,0,0,0,0,0,0,1,1
MobileIron,mobile," 14,48,00,000 ",1,CA,Mountain View,8,2007/5/1,5,2007-Q2,1,0,1,1,1,1,0,6
MobileSpan,hardware&software," 23,28,000 ",1,CA,Santa Clara,2,2011/1/1,1,2011-Q1,1,0,0,0,0,0,1,2
Mobileum,mobile," 1,40,00,000 ",1,CA,San Jose,2,2002/1/1,1,2002-Q1,1,0,0,0,1,0,3,6
Mobilisafe,security," 12,00,000 ",1,WA,Seattle,1,2010/1/1,1,2010-Q1,1,0,0,0,0,0,1,1
Mobilitec,hardware&software," 1,21,00,000 ",1,CA,San Mateo,1,2000/1/1,1,2000-Q1,1,0,0,0,1,0,5,5
Mobilygen,semiconductors," 1,00,00,000 ",1,CA,Santa Clara,1,1998/1/1,1,1998-Q1,1,0,0,0,0,1,8,8
Mobiplex,mobile," 44,00,000 ",1,CA,Santa Clara,2,2010/11/1,11,2010-Q4,1,0,1,0,0,0,2,3
Mobissimo,travel," 10,00,000 ",1,CA,San Francisco,1,2003/10/1,10,2003-Q4,0,0,0,0,0,0,1,1
Mobius Microsystems,hardware&software," 2,02,20,000 ",1,CA,Sunnyvale,2,2004/1/1,1,2004-Q1,1,0,1,1,0,0,2,3
Mobixell Networks,mobile," 2,40,00,000 ",1,CA,San Jose,3,2000/1/1,1,2000-Q1,1,0,1,0,0,0,6,10
MobSoc Media,mobile," 50,00,000 ",1,CA,San Francisco,1,2012/1/1,1,2012-Q1,1,0,1,0,0,0,1,1
Moburst,mobile," 5,00,000 ",1,NY,New York,1,2012/1/1,1,2012-Q1,1,0,0,0,0,0,2,2
Mocana,mobile," 5,05,00,000 ",1,CA,San Francisco,5,2004/1/1,1,2004-Q1,1,0,1,1,0,1,2,9
Mochi Media,advertising," 1,40,00,000 ",1,CA,San Francisco,2,2005/1/1,1,2005-Q1,1,0,1,1,0,0,3,3
Mochila,social_media," 1,11,16,771 ",1,NY,New York,4,2001/3/27,3,2001-Q1,1,0,0,1,1,0,6,9
MOD Systems,hardware&software," 55,50,500 ",1,WA,Seattle,1,2005/1/1,1,2005-Q1,1,0,0,0,0,0,5,5
Moda Operandi,fashion," 7,84,14,215 ",1,NY,New York,4,2010/8/1,8,2010-Q3,1,0,0,1,1,1,0,3
Modabound,e-commerce," 1,20,000 ",1,NY,New York,1,2013/2/1,2,2013-Q1,0,0,0,0,0,0,0,0
Modbook,hardware&software," 3,18,244 ",1,CA,Los Angeles,1,2012/1/1,1,2012-Q1,0,0,0,0,0,0,2,2
Modelinia,web," 50,00,000 ",1,NY,New York,1,2008/1/1,1,2008-Q1,1,0,1,0,0,0,0,0
Modern Feed,games," 30,00,000 ",1,CA,Los Angeles,1,2007/1/1,1,2007-Q1,0,0,0,0,0,0,0,0
ModuleQ,hardware&software," 23,42,026 ",1,CA,San Francisco,1,2011/1/1,1,2011-Q1,1,0,0,0,0,0,3,3
Mogad,web," 5,00,000 ",1,CA,San Francisco,1,2007/6/1,6,2007-Q2,1,0,1,0,0,0,0,0
Moglue,hardware&software," 12,15,000 ",1,NY,New York,3,2010/10/1,10,2010-Q4,1,1,0,0,0,0,0,3
Mogotest,hardware&software,"12,000",1,MA,Cambridge,1,2009/12/1,12,2009-Q4,0,0,0,0,0,0,1,1
mohchi,web," 2,50,000 ",1,NY,New York,1,2012/1/1,1,2012-Q1,0,0,0,0,0,0,0,0
Mojave Networks,security," 50,00,000 ",1,CA,San Mateo,1,2011/1/1,1,2011-Q1,1,0,0,0,0,0,2,2
Mojiva,mobile," 4,57,99,999 ",1,NY,New York,6,2008/5/5,5,2008-Q2,1,1,1,1,0,0,0,5
Mojo Mobility,mobile," 37,63,860 ",1,CA,Sunnyvale,2,2005/1/1,1,2005-Q1,1,0,0,0,0,0,4,7
Molecular Imprints,hardware&software," 3,58,10,000 ",1,TX,Austin,2,2001/1/1,1,2001-Q1,1,0,0,0,1,0,4,13
Mom Trusted,social_media," 10,00,000 ",1,CA,Menlo Park,1,2008/1/1,1,2008-Q1,0,0,0,0,0,0,4,4
MoMelan Technologies,health&medical," 50,00,000 ",0,MA,Cambridge,1,2009/1/1,1,2009-Q1,1,0,0,0,0,0,2,2
Moment,hardware&software," 15,00,000 ",1,WA,Seattle,1,2014/1/1,1,2014-Q1,0,0,0,0,0,0,0,0
Moment.me,social_media," 31,50,000 ",1,NY,New York,2,2012/2/3,2,2012-Q1,1,0,0,0,0,0,0,2
mon.ki,hardware&software," 4,25,000 ",1,CA,Palo Alto,2,2011/5/25,5,2011-Q2,0,0,0,0,0,0,1,3
Monaeo,hardware&software," 18,40,000 ",1,NY,New York,2,2011/9/1,9,2011-Q3,0,0,0,0,0,0,2,2
Monetsu,e-commerce," 1,00,000 ",1,CA,Mountain View,1,2013/1/1,1,2013-Q1,0,0,0,0,0,0,1,1
Monkimun,games," 1,00,000 ",1,CA,San Francisco,1,2014/1/1,1,2014-Q1,0,0,0,0,0,0,0,0
Monstrous,games," 4,00,000 ",1,TX,Austin,2,2009/1/1,1,2009-Q1,1,0,0,0,0,0,0,2
MoodMe,hardware&software," 5,28,640 ",1,CA,Sunnyvale,5,2011/3/1,3,2011-Q1,0,1,0,0,0,0,0,3
Moogi,games," 1,00,000 ",1,NY,New York,1,2008/4/23,4,2008-Q2,0,1,0,0,0,0,0,0
Moonfrye,web," 36,00,000 ",1,CA,Los Angeles,3,2012/12/1,12,2012-Q4,0,0,0,0,0,0,1,1
Moonshoot,web," 67,60,000 ",0,CA,Palo Alto,2,2007/1/1,1,2007-Q1,1,0,0,0,0,0,3,5
Moontoast,e-commerce," 1,79,98,631 ",1,CA,San Francisco,5,2008/2/1,2,2008-Q1,1,0,0,1,0,0,1,6
Moprise,hardware&software," 22,38,055 ",0,WA,Seattle,2,2010/1/1,1,2010-Q1,1,1,0,0,0,0,1,1
MoPub,mobile," 1,85,00,000 ",1,CA,San Francisco,4,2010/9/9,9,2010-Q3,1,0,1,1,0,0,0,2
Moqizone Holding,hardware&software," 22,03,000 ",1,NY,New York,2,2009/1/1,1,2009-Q1,1,0,0,0,0,0,2,2
Mortar Data,hardware&software," 31,50,000 ",1,NY,New York,4,2011/8/1,8,2011-Q3,0,0,0,0,0,0,1,2
Moseo (SeniorHomes.com),web," 57,00,000 ",1,WA,Seattle,3,2009/1/1,1,2009-Q1,1,0,1,1,0,0,1,2
Mostro,analytics," 5,00,000 ",1,NY,New York,1,2014/3/1,3,2014-Q1,0,0,0,0,0,0,0,0
MotherKnows,health&medical," 34,50,000 ",1,CA,Palo Alto,3,2010/10/1,10,2010-Q4,0,1,0,0,0,0,1,3
Motion Computing,hardware&software," 1,15,99,995 ",1,TX,Austin,2,2001/1/1,1,2001-Q1,1,0,0,0,0,0,7,8
Motion Math,games," 5,00,000 ",1,CA,San Francisco,2,2010/8/26,8,2010-Q3,0,0,0,0,0,0,1,1
Motionbox,games," 1,72,00,000 ",1,NY,New York,3,2006/1/1,1,2006-Q1,1,0,1,1,1,0,0,3
Motus Corporation,hardware&software," 23,29,837 ",1,MA,Cambridge,2,2002/1/1,1,2002-Q1,1,0,0,0,0,0,0,7
Mousera,biotechnology," 88,00,000 ",1,CA,San Mateo,1,2013/1/1,1,2013-Q1,1,0,0,0,0,0,1,1
MovableInk,advertising," 1,23,85,000 ",1,NY,New York,3,2010/10/1,10,2010-Q4,1,0,1,1,0,0,1,3
Movaris,hardware&software," 1,60,00,000 ",1,CA,San Jose,2,1998/1/1,1,1998-Q1,1,0,0,0,1,0,7,8
Movaya,mobile," 5,00,000 ",1,WA,Seattle,1,2006/2/1,2,2006-Q1,0,1,0,0,0,0,1,1
Move Loot,e-commerce," 28,00,000 ",1,CA,San Francisco,1,2013/1/1,1,2013-Q1,0,0,0,0,0,0,1,1
Moven,mobile," 1,24,10,000 ",1,NY,New York,3,2011/4/1,4,2011-Q2,1,0,1,0,0,0,1,3
Movero Technology,hardware&software," 59,92,316 ",0,TX,Austin,2,2003/1/1,1,2003-Q1,1,0,1,0,0,0,4,7
Movidius,semiconductors," 4,65,00,000 ",1,CA,San Mateo,4,2005/1/1,1,2005-Q1,1,0,1,1,1,1,3,8
MoviePass,games," 37,00,000 ",1,NY,New York,2,2011/2/1,2,2011-Q1,1,0,1,0,0,0,0,3
MovingHealth,hardware&software," 15,00,000 ",1,MA,Cambridge,1,2007/1/1,1,2007-Q1,0,0,0,0,0,0,0,0
Movity,web," 13,00,000 ",1,CA,San Francisco,1,2009/12/1,12,2009-Q4,1,0,0,0,0,0,1,1
Moxie,e-commerce," 3,00,00,000 ",1,CA,Sunnyvale,2,2007/1/1,1,2007-Q1,1,0,0,0,1,0,0,2
Mozido,hardware&software," 30,71,61,792 ",1,NY,New York,4,2005/1/1,1,2005-Q1,1,0,1,1,0,0,6,9
moziy,social_media," 10,00,000 ",1,CA,San Francisco,1,2013/1/1,1,2013-Q1,1,0,0,0,0,0,0,0
mParticle,hardware&software," 45,00,000 ",1,NY,New York,2,2012/1/1,1,2012-Q1,0,0,0,0,0,0,1,2
MPOWER Mobile,mobile," 50,00,000 ",1,TX,Austin,1,2005/1/1,1,2005-Q1,1,0,0,0,0,0,4,4
Mr. Number,mobile," 47,97,338 ",1,CA,San Mateo,1,2010/5/1,5,2010-Q2,1,0,1,0,0,0,1,1
Mr. Youth,advertising," 1,51,00,000 ",1,NY,New York,2,2002/1/1,1,2002-Q1,1,0,1,0,0,0,0,7
mSpot,art&music," 23,30,000 ",1,CA,Palo Alto,1,2004/1/1,1,2004-Q1,1,0,1,0,0,0,1,1
Mu Dynamics,web," 2,40,00,000 ",1,CA,Sunnyvale,3,2005/1/1,1,2005-Q1,1,0,1,1,1,0,0,3
Multipop,social_media," 20,00,000 ",1,NY,New York,1,2009/1/1,1,2009-Q1,0,0,0,0,0,0,5,5
Mulu,web," 36,41,507 ",1,CA,Palo Alto,1,2012/1/1,1,2012-Q1,1,0,0,0,0,0,2,2
Mumboe,hardware&software," 45,00,000 ",0,TX,Austin,1,2005/8/1,8,2005-Q3,0,0,0,0,0,0,1,1
MuseStorm,web," 14,29,763 ",0,CA,Sunnyvale,2,2005/1/1,1,2005-Q1,1,1,1,0,0,0,1,2
Musicshake,art&music," 35,00,000 ",1,CA,Los Angeles,2,2005/3/1,3,2005-Q1,1,0,1,1,0,0,1,2
MusicSiren,art&music," 2,00,000 ",1,CA,Los Angeles,2,2012/1/1,1,2012-Q1,0,0,0,0,0,0,0,0
MusicXray,art&music," 20,00,000 ",1,NY,New York,1,2006/3/1,3,2006-Q1,0,1,0,0,0,0,6,6
Muzico International,art&music," 1,10,000 ",1,CA,San Francisco,1,2013/9/1,9,2013-Q3,0,0,0,0,0,0,0,0
Muzy,web," 44,00,000 ",1,CA,San Francisco,1,2011/1/1,1,2011-Q1,0,1,0,0,0,0,2,2
mWater,hardware&software," 1,00,000 ",1,NY,New York,1,2011/12/1,12,2011-Q4,0,0,0,0,0,0,2,2
mxHero,hardware&software," 17,75,000 ",1,CA,San Francisco,3,2012/6/1,6,2012-Q2,0,0,0,0,0,0,0,2
My Fashion Database,fashion," 3,40,000 ",1,CA,Los Angeles,1,2008/1/1,1,2008-Q1,0,0,0,0,0,0,4,4
My1login,security," 15,00,000 ",1,CA,Palo Alto,2,2007/9/1,9,2007-Q3,0,0,0,0,0,0,5,6
my6sense,advertising," 75,00,000 ",1,CA,San Francisco,4,2007/3/1,3,2007-Q1,1,0,1,1,1,0,1,6
myAchy,mobile,"85,000",1,CA,Santa Clara,2,2011/4/20,4,2011-Q2,0,1,0,0,0,0,0,1
MyActivityPal,web," 50,00,000 ",1,CA,San Francisco,1,2014/1/1,1,2014-Q1,1,0,1,0,0,0,0,0
MyBuys,social_media," 3,73,00,000 ",1,CA,San Mateo,4,2006/1/1,1,2006-Q1,1,0,1,1,1,0,1,7
mycirQle,hardware&software," 1,12,000 ",0,NY,New York,1,2011/1/1,1,2011-Q1,0,0,0,0,0,0,1,1
Mycroft Inc.,security," 1,00,00,000 ",1,NY,New York,1,1988/1/1,1,1988-Q1,1,0,0,0,0,0,19,19
myDocket,hardware&software," 46,00,000 ",1,TX,Austin,2,2012/6/1,6,2012-Q2,1,0,1,1,0,0,1,2
MyDream Interactive,hardware&software," 20,56,919 ",1,CA,Palo Alto,1,2011/7/15,7,2011-Q3,1,0,0,0,0,0,2,2
MyDROBE,mobile," 3,00,000 ",1,NY,New York,1,2011/1/1,1,2011-Q1,0,0,0,0,0,0,1,1
MyFitnessPal,health&medical," 1,80,00,000 ",1,CA,San Francisco,1,2005/1/1,1,2005-Q1,1,0,1,0,0,0,8,8
MyGoGames,games," 14,00,000 ",1,TX,Austin,1,2014/1/1,1,2014-Q1,0,0,0,0,0,0,0,0
MyHealthTeams,health&medical," 51,10,000 ",1,CA,San Francisco,2,2010/1/1,1,2010-Q1,1,0,1,0,0,0,2,4
"Myhomepayge, Inc.",finance," 13,00,000 ",1,NY,New York,1,2011/1/1,1,2011-Q1,0,0,0,0,0,0,3,3
Mykonos Software,hardware&software," 40,00,000 ",1,CA,San Francisco,1,2009/1/1,1,2009-Q1,1,0,1,0,0,0,3,3
MyLikes,advertising," 62,30,000 ",1,CA,San Francisco,2,2010/1/1,1,2010-Q1,1,0,1,0,0,0,0,0
MyMedLeads.com,hardware&software," 3,50,000 ",1,TX,Austin,1,2009/11/8,11,2009-Q4,0,0,0,0,0,0,1,1
MyNewPlace,finance," 2,00,00,000 ",1,CA,San Francisco,2,1999/1/1,1,1999-Q1,1,0,1,1,0,0,7,7
MyNines,e-commerce," 5,00,000 ",1,NY,New York,1,2009/8/1,8,2009-Q3,0,0,0,0,0,0,1,1
myOrder,mobile," 2,20,000 ",1,CA,San Francisco,1,2009/1/1,1,2009-Q1,0,0,0,0,0,0,0,0
MySalescamp,hardware&software," 2,80,000 ",1,CA,Mountain View,1,2012/10/1,10,2012-Q4,0,1,0,0,0,0,1,1
MyStream,mobile," 9,00,000 ",1,NY,New York,2,2010/6/5,6,2010-Q2,1,0,0,0,0,0,1,1
myTAG.com,e-commerce," 1,00,000 ",1,CA,San Jose,1,2011/12/1,12,2011-Q4,0,0,0,0,0,0,1,1
Mytopia,games," 35,00,000 ",1,CA,Palo Alto,2,2007/1/1,1,2007-Q1,1,1,1,0,0,0,1,2
Mytrus,health&medical," 28,50,000 ",1,CA,San Francisco,2,2009/1/1,1,2009-Q1,1,0,0,0,0,0,0,4
MyUnfold,hardware&software,"45,000",1,WA,Seattle,1,2011/10/29,10,2011-Q4,0,0,0,0,0,0,0,0
MyVerse,finance," 4,00,000 ",0,CA,San Francisco,1,2010/3/19,3,2010-Q1,0,0,0,0,0,0,0,0
mywaves,social_media," 60,00,000 ",0,CA,Sunnyvale,1,2005/12/1,12,2005-Q4,1,0,1,0,0,0,1,1
Myze,web,"95,000",1,CA,San Francisco,2,2013/1/1,1,2013-Q1,0,0,0,0,0,0,0,1
N-Sided,hardware&software," 3,78,000 ",0,CA,San Francisco,1,2003/1/1,1,2003-Q1,1,0,1,0,0,0,3,3
N2N Commerce,e-commerce," 3,00,00,000 ",0,MA,Cambridge,1,2006/1/1,1,2006-Q1,1,0,0,0,0,0,2,2
Namely,hardware&software," 2,18,00,000 ",1,NY,New York,5,2012/1/17,1,2012-Q1,1,1,1,1,0,0,0,2
Namo Media,mobile," 18,75,000 ",1,CA,San Francisco,1,2013/2/11,2,2013-Q1,0,0,0,0,0,0,0,0
Nangate,semiconductors," 3,50,00,000 ",1,CA,Sunnyvale,3,2004/1/1,1,2004-Q1,1,0,1,1,1,0,2,4
Nano Terra,biotechnology," 2,64,38,098 ",1,MA,Cambridge,4,2005/1/1,1,2005-Q1,1,0,1,0,0,0,5,9
NanoCellect,biotechnology," 7,00,000 ",1,CA,San Diego,1,2009/1/1,1,2009-Q1,0,0,0,0,0,0,4,4
NanoPharmaceuticals,biotechnology," 26,22,500 ",1,NY,New York,1,2013/1/1,1,2013-Q1,1,0,0,0,0,0,1,1
Napo Pharmaceuticals,biotechnology," 1,00,81,869 ",1,CA,San Francisco,5,2001/1/1,1,2001-Q1,1,0,0,0,0,0,8,13
Nara Logics,art&music," 1,30,00,000 ",1,MA,Cambridge,1,2010/1/1,1,2010-Q1,1,0,1,0,0,0,4,4
Narus,security," 3,87,00,000 ",1,CA,Sunnyvale,2,1997/1/1,1,1997-Q1,1,0,0,0,0,0,9,12
Narvalous,art&music," 8,00,000 ",1,CA,Palo Alto,1,2010/1/1,1,2010-Q1,0,0,0,0,0,0,0,0
Narvar,e-commerce," 20,00,000 ",1,CA,San Francisco,1,2012/1/1,1,2012-Q1,0,0,0,0,0,0,2,2
Nascent Biologics,biotechnology," 5,42,500 ",1,CA,San Diego,1,2008/1/1,1,2008-Q1,1,0,0,0,0,0,6,6
Nascentric,hardware&software," 1,34,00,000 ",0,TX,Austin,2,2003/1/1,1,2003-Q1,1,0,0,1,1,0,3,4
NASOFORM,biotechnology," 40,00,000 ",1,CA,Menlo Park,1,2012/1/1,1,2012-Q1,1,0,0,0,0,0,1,1
NativeAD,advertising," 1,50,000 ",1,CA,Mountain View,1,2013/1/1,1,2013-Q1,0,0,0,0,0,0,0,0
Nativis,biotechnology," 91,61,414 ",1,WA,Seattle,1,2002/1/1,1,2002-Q1,1,0,0,0,0,0,12,12
Natrogen Therapeutics,biotechnology," 14,00,000 ",1,NY,New York,1,2002/1/1,1,2002-Q1,1,0,0,0,0,0,8,8
Naviscan,biotechnology," 43,30,001 ",1,CA,San Diego,3,1995/1/1,1,1995-Q1,1,0,0,0,0,0,15,17
NavSemi Energy,semiconductors," 2,00,000 ",1,CA,San Jose,1,2008/1/1,1,2008-Q1,1,0,0,0,0,0,1,1
nCircle Network Security,security," 60,00,999 ",1,CA,San Francisco,2,1998/1/1,1,1998-Q1,1,0,0,0,0,0,9,12
NComputing,hardware&software," 5,78,00,000 ",1,CA,Santa Clara,3,2003/1/1,1,2003-Q1,1,0,1,0,0,0,3,9
Nearlyweds,web," 1,50,000 ",1,WA,Seattle,1,2007/7/1,7,2007-Q3,1,0,0,0,0,0,2,2
NearVerse,mobile," 10,00,000 ",1,NY,New York,2,2008/12/1,12,2008-Q4,0,0,0,0,0,0,1,2
Nefsis,social_media," 15,00,000 ",1,CA,San Diego,2,1998/1/1,1,1998-Q1,1,0,0,0,0,0,6,13
Negevtech,semiconductors," 3,60,00,000 ",1,CA,Santa Clara,1,1999/1/1,1,1999-Q1,1,0,0,0,0,1,7,7
NeighborGoods,web," 1,00,000 ",1,CA,Los Angeles,1,2009/5/1,5,2009-Q2,0,0,0,0,0,0,0,0
Neo Technology,hardware&software," 2,41,00,000 ",1,CA,San Mateo,3,2007/1/1,1,2007-Q1,1,0,1,1,0,0,2,5
Neocase Software,hardware&software," 1,65,00,000 ",1,CA,San Francisco,2,2001/1/1,1,2001-Q1,1,0,0,0,1,1,5,7
Neoconix,hardware&software," 5,68,31,957 ",1,CA,San Jose,6,2003/1/1,1,2003-Q1,1,0,0,0,1,0,3,10
NeoGuide Systems,biotechnology," 2,50,00,000 ",1,CA,San Jose,2,2000/1/1,1,2000-Q1,1,0,0,0,1,0,3,6
Neon Labs,web," 47,24,999 ",1,CA,San Francisco,2,2012/1/1,1,2012-Q1,1,0,1,0,0,0,1,2
NeoPath Networks,hardware&software," 1,10,00,000 ",1,CA,Mountain View,1,2002/1/1,1,2002-Q1,1,0,0,0,1,0,4,4
NeoPhotonics,semiconductors," 15,46,73,840 ",1,CA,San Jose,5,1997/1/1,1,1997-Q1,1,0,0,0,1,0,8,15
Neopolitan Networks,web," 31,70,000 ",0,CA,Palo Alto,1,2002/1/1,1,2002-Q1,1,0,1,0,0,0,5,5
"NephoScale, Inc.",hardware&software," 10,00,000 ",1,CA,San Jose,1,2010/1/1,1,2010-Q1,0,0,0,0,0,0,3,3
Nerd Kingdom,hardware&software," 7,03,630 ",1,CA,Los Angeles,2,2012/1/1,1,2012-Q1,1,0,0,0,0,0,1,2
Nerveda,biotechnology," 1,41,35,454 ",1,CA,San Diego,1,2007/1/1,1,2007-Q1,1,0,0,0,0,0,3,3
NetBase Solutions,analytics," 5,16,00,000 ",1,CA,Mountain View,6,2004/1/1,1,2004-Q1,1,0,1,1,1,1,1,10
Netbooks,web," 1,63,56,028 ",1,CA,San Francisco,4,2006/1/1,1,2006-Q1,1,0,1,1,0,0,1,6
Netcipia,web," 2,00,000 ",0,CA,Palo Alto,1,2006/4/30,4,2006-Q2,0,1,0,0,0,0,1,1
Netcontinuum,hardware&software," 1,50,00,000 ",1,CA,Santa Clara,1,1999/1/1,1,1999-Q1,1,0,0,0,0,0,6,6
NetDevices,hardware&software," 2,50,00,000 ",1,CA,Sunnyvale,1,2003/1/1,1,2003-Q1,1,0,0,1,0,0,2,2
NetEffect,web," 2,50,00,000 ",1,TX,Austin,1,1999/1/1,1,1999-Q1,1,0,0,1,0,0,7,7
Netformx,hardware&software," 1,20,00,000 ",1,CA,Santa Clara,1,1994/1/1,1,1994-Q1,1,0,0,0,0,0,15,15
NetHooks,web," 1,00,000 ",1,CA,Mountain View,1,2007/11/1,11,2007-Q4,0,0,0,0,0,0,2,2
Nethra Imaging,semiconductors," 1,40,00,000 ",0,CA,Santa Clara,1,2003/1/1,1,2003-Q1,1,0,0,0,1,0,3,3
Netli,web," 1,80,00,000 ",1,CA,Palo Alto,1,2000/1/1,1,2000-Q1,1,0,0,0,0,0,6,6
netomat,social_media," 9,43,101 ",1,NY,New York,1,2008/11/1,11,2008-Q4,1,0,0,0,0,0,2,2
Netpulse,health&medical," 3,93,00,000 ",1,CA,San Francisco,4,2009/1/1,1,2009-Q1,1,0,1,1,1,1,0,5
Netronome Systems,semiconductors," 7,31,97,633 ",1,CA,Santa Clara,4,2003/1/1,1,2003-Q1,1,0,0,0,1,1,3,10
Netseer,advertising," 1,44,00,000 ",1,CA,Santa Clara,2,2006/1/1,1,2006-Q1,1,0,0,0,0,0,3,4
NetSpend,mobile," 53,30,000 ",1,TX,Austin,3,1999/1/1,1,1999-Q1,1,0,0,0,1,0,2,5
Network Chemistry,hardware&software," 60,00,000 ",1,CA,Palo Alto,1,2002/1/1,1,2002-Q1,1,0,1,0,0,0,3,3
Network Physics,hardware&software," 86,30,000 ",1,CA,Mountain View,1,1999/1/1,1,1999-Q1,1,0,0,0,0,0,7,7
netZentry,security," 60,00,000 ",1,CA,Palo Alto,1,2003/1/1,1,2003-Q1,1,0,1,0,0,0,2,2
Neura,web," 20,20,000 ",1,CA,Sunnyvale,3,2013/1/1,1,2013-Q1,1,0,0,0,0,0,0,1
Neuralieve,health&medical," 86,23,022 ",1,CA,Sunnyvale,4,2002/1/1,1,2002-Q1,1,0,0,0,0,0,8,10
NeuroChaos Solutions,health&medical," 14,35,554 ",1,TX,Austin,2,2012/1/1,1,2012-Q1,1,0,1,0,0,0,1,2
Neurocrine Biosciences,biotechnology," 1,00,00,000 ",1,CA,San Diego,1,1992/1/1,1,1992-Q1,1,0,0,0,0,0,17,17
"Neurolixis, Inc.",biotechnology,"15,000",1,CA,San Diego,1,2011/1/1,1,2011-Q1,1,0,0,0,0,0,2,2
NeuroPace,biotechnology," 6,70,00,000 ",1,CA,Mountain View,2,1997/1/1,1,1997-Q1,1,0,0,0,0,0,14,16
NeuroPhage Pharmaceuticals,biotechnology," 4,48,00,000 ",1,MA,Cambridge,4,2006/1/1,1,2006-Q1,1,0,0,1,1,1,5,8
NeuroSigma,biotechnology," 17,10,000 ",1,CA,Los Angeles,2,2008/1/1,1,2008-Q1,1,0,0,0,0,0,3,3
Neurotrack,biotechnology," 20,90,000 ",1,CA,Palo Alto,2,2012/1/1,1,2012-Q1,1,0,1,0,0,0,1,1
Neurovance,biotechnology," 1,72,78,607 ",1,MA,Cambridge,3,2009/1/1,1,2009-Q1,1,0,1,0,0,0,3,5
NeuVerus Health,health&medical," 1,00,000 ",1,CA,San Francisco,1,2010/8/15,8,2010-Q3,0,1,0,0,0,0,1,1
Neverware,art&music," 75,76,915 ",1,NY,New York,2,2011/3/1,3,2011-Q1,1,0,1,0,0,0,2,3
Nevis Networks,security," 16,24,800 ",0,CA,Mountain View,1,2002/1/1,1,2002-Q1,1,0,0,0,0,0,8,8
Nevro,biotechnology," 10,60,00,000 ",1,CA,Menlo Park,2,2010/1/1,1,2010-Q1,1,0,0,0,1,0,1,3
New Healthcare Enterprises,health&medical,"40,000",1,NY,New York,1,2011/7/1,7,2011-Q3,0,0,0,0,0,0,1,1
New Travelcoo,travel," 98,00,000 ",1,WA,Seattle,1,2010/1/1,1,2010-Q1,1,0,0,0,0,0,0,0
